vehicle_id,scheduled_depart_s,sampled_headway_s,preferred_speed_mps,min_gap_m,preferred_tau_s
veh_001244,7423.455810,8.656015,21.578272,2.847416,2.010295
veh_001245,7430.845708,7.389898,21.507993,2.691742,1.434133
veh_001246,7438.118996,7.273288,21.813495,3.100524,1.636394
veh_001247,7442.483716,4.364720,18.808125,3.096437,1.706108
veh_001248,7446.813392,4.329676,20.458719,4.040590,2.161580
veh_001249,7452.739167,5.925775,25.802756,3.643999,1.419651
veh_001250,7456.234981,3.495813,21.670369,2.492854,2.026794
veh_001251,7461.345550,5.110569,26.058858,2.949965,1.785514
veh_001252,7468.646556,7.301006,20.608614,1.311089,1.646845
veh_001253,7473.648823,5.002267,20.720353,1.984721,2.104077
veh_001254,7480.448609,6.799787,20.144006,2.310548,2.150231
veh_001255,7484.421733,3.973124,20.228429,3.668781,1.563153
veh_001256,7489.681272,5.259538,20.973501,2.827132,1.686396
veh_001257,7497.216432,7.535161,23.597683,4.586083,2.715185
veh_001258,7503.529201,6.312769,24.511769,2.113729,1.541278
veh_001259,7509.964625,6.435424,25.055869,3.291728,2.069700
veh_001260,7518.521710,8.557086,21.335783,3.223369,1.468354
veh_001261,7526.466916,7.945205,21.056623,2.981742,2.014024
veh_001262,7531.151630,4.684715,21.753088,1.899948,1.448011
veh_001263,7539.128478,7.976848,18.259537,2.712274,1.881903
veh_001264,7544.205612,5.077134,19.156620,4.210022,1.415097
veh_001265,7550.179227,5.973615,23.525922,3.666605,2.096777
veh_001266,7556.202047,6.022820,23.945792,2.498760,1.913708
veh_001267,7563.811607,7.609560,21.780609,2.961788,1.935247
veh_001268,7568.117707,4.306100,22.225980,4.415350,1.973273
veh_001269,7574.795499,6.677791,20.821979,1.812821,1.463487
veh_001270,7581.581521,6.786022,24.625429,2.184700,2.183320
veh_001271,7588.798791,7.217270,24.116150,3.373703,1.882299
veh_001272,7594.483212,5.684421,22.979829,3.736307,1.522506
veh_001273,7601.988330,7.505118,22.067339,3.264258,2.184658
veh_001274,7606.921015,4.932684,22.600692,3.462307,1.728766
veh_001275,7614.641603,7.720588,18.474618,2.338920,1.713231
veh_001276,7621.169963,6.528360,24.733050,3.621308,1.328071
veh_001277,7625.069839,3.899876,21.221766,2.590470,1.619670
veh_001278,7631.681719,6.611881,21.313615,4.042970,1.699853
veh_001279,7637.950676,6.268957,21.581844,3.045332,1.958572
veh_001280,7643.417191,5.466515,24.114414,2.225568,2.054791
veh_001281,7648.312811,4.895620,21.802760,1.847843,2.281017
veh_001282,7653.952522,5.639711,20.165616,2.971076,1.627736
veh_001283,7657.789286,3.836764,26.355035,2.664058,1.579923
veh_001284,7666.325365,8.536079,24.055349,3.290507,1.423356
veh_001285,7670.632947,4.307582,19.350228,3.577247,1.808922
veh_001286,7675.641022,5.008075,24.120613,3.666603,1.924810
veh_001287,7683.358371,7.717349,20.676460,2.391209,1.738069
veh_001288,7690.235917,6.877546,23.952757,2.826045,2.023571
veh_001289,7697.316285,7.080368,22.070702,3.216151,1.291678
veh_001290,7705.591348,8.275063,22.136400,2.669795,1.522046
veh_001291,7711.123134,5.531786,21.787897,3.998425,1.473404
veh_001292,7715.553391,4.430258,23.192858,3.400893,2.131999
veh_001293,7722.819793,7.266402,22.367543,4.130222,1.446702
veh_001294,7730.014211,7.194417,18.519351,3.068733,1.822854
veh_001295,7735.523877,5.509666,21.458715,3.224411,1.746684
veh_001296,7739.625507,4.101630,24.199544,1.662927,1.667225
veh_001297,7747.484233,7.858726,19.998365,2.542039,1.555865
veh_001298,7754.348004,6.863771,19.053425,3.107589,2.010089
veh_001299,7758.287793,3.939789,26.079483,2.792701,1.949591
veh_001300,7765.457724,7.169931,18.356083,2.841626,1.921396
veh_001301,7769.296257,3.838534,22.198084,3.264482,1.942623
veh_001302,7774.572312,5.276054,23.991391,3.749037,1.814275
veh_001303,7778.887348,4.315036,22.016557,2.579610,2.058473
veh_001304,7783.930602,5.043254,19.083598,1.497688,1.841866
veh_001305,7788.680635,4.750033,25.487748,2.262264,1.905797
veh_001306,7793.760669,5.080034,18.139456,3.503538,1.289066
veh_001307,7800.847065,7.086396,20.144720,3.037195,1.396987
veh_001308,7807.288951,6.441886,26.436942,4.022838,1.663579
veh_001309,7814.232049,6.943097,22.819945,2.262662,1.939977
veh_001310,7821.870562,7.638513,20.761423,3.606261,1.567451
veh_001311,7827.311508,5.440946,19.602293,2.797426,1.835780
veh_001312,7833.431350,6.119842,23.609668,3.249682,1.786187
veh_001313,7840.238580,6.807229,23.936388,3.701127,1.548202
veh_001314,7848.798688,8.560108,24.310698,3.850832,2.113190
veh_001315,7856.147305,7.348617,21.215753,2.909494,1.383058
veh_001316,7864.219632,8.072327,24.128369,2.658756,1.601850
veh_001317,7871.748079,7.528447,21.261124,2.793560,1.836580
veh_001318,7879.333977,7.585898,19.907104,2.646988,2.419382
veh_001319,7882.656972,3.322995,20.076378,2.167285,1.901341
veh_001320,7889.978261,7.321289,24.161594,3.113412,1.804367
veh_001321,7896.297648,6.319387,26.225897,1.895028,1.791672
veh_001322,7902.378969,6.081322,23.179214,2.179304,1.675803
veh_001323,7907.588087,5.209117,23.381348,2.574496,2.048311
veh_001324,7912.950176,5.362089,23.031418,2.484687,1.076273
veh_001325,7919.574447,6.624271,24.470162,1.628926,1.521854
veh_001326,7926.834410,7.259964,22.383695,3.609494,1.955001
veh_001327,7930.587732,3.753322,22.356579,2.206451,2.021068
veh_001328,7936.914888,6.327156,21.302074,2.356676,1.727804
veh_001329,7942.073857,5.158970,19.083443,1.296301,1.139512
veh_001330,7946.647653,4.573796,22.054542,2.351588,1.509879
veh_001331,7953.236587,6.588933,21.936490,3.215050,2.155801
veh_001332,7958.743510,5.506923,18.797145,2.853599,1.863552
veh_001333,7963.754955,5.011445,22.784585,3.797905,1.904814
veh_001334,7968.601207,4.846252,22.711306,4.045857,1.781968
veh_001335,7975.023156,6.421948,24.002446,3.469604,2.069843
veh_001336,7981.008098,5.984943,22.595246,3.586951,1.900446
veh_001337,7985.370638,4.362539,22.981319,3.112236,1.986705
veh_001338,7990.109141,4.738504,24.093317,2.413988,1.521877
veh_001339,7995.835382,5.726240,19.530233,3.135905,1.483127
veh_001340,8002.443103,6.607722,22.534302,3.581203,1.771076
veh_001341,8006.868531,4.425428,24.743026,3.758119,1.746149
veh_001342,8013.600691,6.732160,24.909161,3.295294,1.335599
veh_001343,8018.364687,4.763996,26.024309,4.385205,1.374362
veh_001344,8028.456304,10.091617,24.980144,3.378320,2.035626
veh_001345,8033.044800,4.588496,22.107923,2.846881,1.763568
veh_001346,8037.859612,4.814812,22.938570,3.652335,1.722540
veh_001347,8044.150617,6.291005,23.864192,1.841530,1.704910
veh_001348,8048.797045,4.646429,21.499698,2.566654,1.718504
veh_001349,8056.038492,7.241447,23.893843,3.959938,1.268661
veh_001350,8064.740617,8.702125,24.924411,1.756922,1.992321
veh_001351,8070.159187,5.418570,20.801015,3.320468,1.793727
veh_001352,8076.418343,6.259157,22.747209,3.178269,1.617749
veh_001353,8081.641704,5.223361,24.017106,3.373989,1.864904
veh_001354,8087.641661,5.999957,21.859208,3.936444,2.208959
veh_001355,8095.789262,8.147602,23.996703,3.687206,2.119198
veh_001356,8103.130631,7.341369,20.060630,3.448755,1.725729
veh_001357,8107.774294,4.643663,20.381136,3.391058,2.068477
veh_001358,8116.093151,8.318857,25.939036,2.125111,2.419921
veh_001359,8123.836243,7.743092,18.253492,2.499717,1.938518
veh_001360,8130.565795,6.729552,23.332081,2.675760,1.588955
veh_001361,8135.576969,5.011174,22.763240,2.393911,1.603838
veh_001362,8141.675530,6.098561,24.577131,3.694360,1.536234
veh_001363,8146.482331,4.806801,23.970840,3.133442,2.272751
veh_001364,8153.183740,6.701409,20.738651,2.178035,2.128745
veh_001365,8158.709033,5.525293,21.161680,2.656552,1.903446
veh_001366,8161.356590,2.647557,19.046222,3.805715,1.585321
veh_001367,8168.745895,7.389305,19.430519,3.620173,1.770741
veh_001368,8175.033074,6.287180,21.139037,2.625336,1.778962
veh_001369,8182.650799,7.617725,21.427764,3.174203,1.510754
veh_001370,8188.446529,5.795730,24.361352,3.556335,2.447133
veh_001371,8194.729229,6.282700,22.125914,2.465539,1.998938
veh_001372,8202.402219,7.672989,20.798358,2.441483,1.667683
veh_001373,8208.983914,6.581696,25.449969,2.532119,1.776564
veh_001374,8215.415917,6.432003,25.987726,2.426823,1.659586
veh_001375,8226.237503,10.821586,22.352667,2.363349,1.941726
veh_001376,8231.984003,5.746500,23.699526,1.760550,1.772347
veh_001377,8238.237782,6.253779,21.071641,3.202850,1.616741
veh_001378,8246.838825,8.601043,21.751468,3.079046,2.042370
veh_001379,8251.631313,4.792488,22.371252,3.126804,1.704417
veh_001380,8256.069817,4.438504,23.990609,2.129676,1.817087
veh_001381,8259.921718,3.851901,18.280627,2.715685,2.096426
veh_001382,8266.722212,6.800494,21.893802,2.588614,1.709221
veh_001383,8273.660658,6.938446,21.901844,4.230239,1.819330
veh_001384,8280.772890,7.112231,20.949798,2.422033,1.390634
veh_001385,8284.742550,3.969660,21.287829,2.472909,1.494033
veh_001386,8292.251338,7.508789,22.642062,2.980703,1.947769
veh_001387,8300.047237,7.795899,20.579104,2.990216,1.723598
veh_001388,8305.901270,5.854033,25.578178,1.745424,1.840426
veh_001389,8311.950120,6.048850,23.349019,1.964531,1.626274
veh_001390,8318.963514,7.013394,19.995952,3.024555,1.624793
veh_001391,8325.514229,6.550715,19.932966,2.181640,2.303136
veh_001392,8332.477183,6.962954,21.050280,3.319256,2.175710
veh_001393,8336.848054,4.370871,25.013665,2.774279,1.603282
veh_001394,8342.586121,5.738066,26.792706,2.938136,1.909850
veh_001395,8346.767411,4.181290,21.960400,2.947382,2.000823
veh_001396,8353.714326,6.946915,25.735046,2.664165,1.791790
veh_001397,8360.509651,6.795325,23.936734,1.430275,1.301941
veh_001398,8366.361428,5.851778,25.277429,4.457671,2.077814
veh_001399,8372.806627,6.445199,21.759517,3.908593,1.830698
veh_001400,8376.471853,3.665225,24.335347,2.595727,2.216569
veh_001401,8383.758740,7.286888,25.075124,3.896086,1.505523
veh_001402,8389.057834,5.299093,23.825474,1.417033,1.541593
veh_001403,8395.251410,6.193577,21.901071,2.229955,1.704538
veh_001404,8402.924465,7.673055,20.071635,3.667397,2.140165
veh_001405,8407.789714,4.865249,22.208734,2.734635,2.056227
veh_001406,8415.585564,7.795850,22.743873,2.045108,1.912833
veh_001407,8421.771677,6.186113,22.610549,2.125328,1.654165
veh_001408,8427.813963,6.042285,21.536834,1.652708,1.951596
veh_001409,8434.648031,6.834068,22.068307,3.602060,1.857517
veh_001410,8438.777492,4.129462,22.186359,2.389285,1.106137
veh_001411,8445.668652,6.891159,21.319154,3.205704,1.767575
veh_001412,8451.760916,6.092264,23.611125,4.943851,2.040960
veh_001413,8459.315331,7.554415,23.072557,3.304352,1.885996
veh_001414,8464.990121,5.674789,23.554700,3.612723,1.815605
veh_001415,8470.445145,5.455024,26.035469,1.704131,2.155434
veh_001416,8476.999602,6.554457,22.063078,2.195146,1.661729
veh_001417,8482.910550,5.910948,23.554208,3.064753,1.529867
veh_001418,8487.149597,4.239047,21.847728,2.761760,2.124461
veh_001419,8492.858661,5.709063,21.316827,2.284521,1.506175
veh_001420,8500.760106,7.901445,23.246438,2.606550,1.771827
veh_001421,8506.620450,5.860344,20.171070,3.056900,1.300616
veh_001422,8511.314760,4.694310,22.457297,3.808521,1.466900
veh_001423,8518.388666,7.073906,23.903589,1.665195,1.851220
veh_001424,8521.608500,3.219834,24.899933,3.863793,2.083925
veh_001425,8524.428099,2.819599,24.044848,2.458151,1.853175
veh_001426,8530.421874,5.993775,23.455927,2.179838,1.768274
veh_001427,8536.693262,6.271388,20.208226,4.072177,1.915331
veh_001428,8543.023860,6.330599,22.063734,3.197964,1.465840
veh_001429,8547.684686,4.660826,23.614763,3.500969,1.648786
veh_001430,8553.458937,5.774251,24.920259,3.082243,2.209749
veh_001431,8557.360837,3.901900,25.845391,1.644160,1.489807
veh_001432,8563.690180,6.329343,20.044754,3.235267,2.315114
veh_001433,8567.267202,3.577022,21.437691,3.425346,2.404824
veh_001434,8573.043338,5.776136,18.757341,2.637533,2.023149
veh_001435,8579.435707,6.392369,25.772047,3.639107,2.034705
veh_001436,8582.800768,3.365061,24.196065,2.020345,1.339748
veh_001437,8588.017014,5.216246,19.313644,3.226579,1.736940
veh_001438,8595.199233,7.182219,20.879051,2.001787,1.802442
veh_001439,8603.522685,8.323452,22.359866,1.797539,1.541388
veh_001440,8607.266745,3.744060,19.028696,3.107209,1.601587
veh_001441,8613.776622,6.509878,23.618419,2.869224,2.072644
veh_001442,8617.922698,4.146076,21.498580,3.508930,1.729593
veh_001443,8621.904811,3.982113,22.014748,2.741387,2.427377
veh_001444,8630.298922,8.394111,25.554676,1.704446,1.176769
veh_001445,8637.301195,7.002273,19.684171,2.599183,2.299971
veh_001446,8642.094904,4.793709,21.027755,1.333541,1.544224
veh_001447,8648.423445,6.328542,22.093008,3.952721,2.026286
veh_001448,8655.386365,6.962920,23.201854,3.920236,2.166849
veh_001449,8661.658304,6.271939,22.875226,2.111747,1.279682
veh_001450,8671.029222,9.370918,19.863580,3.505041,1.501962
veh_001451,8677.937891,6.908669,19.754308,3.750870,2.294682
veh_001452,8683.502591,5.564700,21.482522,2.867132,1.903736
veh_001453,8688.397727,4.895136,20.619838,3.149202,1.899306
veh_001454,8694.091507,5.693780,24.904179,1.954303,1.407880
veh_001455,8700.111705,6.020199,23.792305,2.250792,2.037140
veh_001456,8705.134991,5.023286,20.592190,1.927209,2.024932
veh_001457,8709.507615,4.372624,20.916748,3.843719,1.750123
veh_001458,8717.552723,8.045108,18.973133,4.093049,1.140952
veh_001459,8724.448736,6.896013,19.562179,2.400836,2.166898
veh_001460,8729.442627,4.993891,22.229654,2.702715,2.193642
veh_001461,8736.462101,7.019474,23.839770,3.402330,1.897243
veh_001462,8743.474872,7.012771,23.090522,2.623952,1.888333
veh_001463,8751.375833,7.900961,22.205240,4.467948,1.646625
veh_001464,8755.792863,4.417030,23.664321,4.259796,1.515406
veh_001465,8762.962686,7.169822,20.600392,2.817891,1.570007
veh_001466,8768.051003,5.088317,20.311875,3.751348,1.746802
veh_001467,8775.783570,7.732567,21.968820,3.792298,2.532746
veh_001468,8781.494896,5.711326,21.412124,1.750278,1.734955
veh_001469,8784.087228,2.592331,22.550517,2.243064,1.584061
veh_001470,8790.140259,6.053031,21.424130,2.732572,1.623017
veh_001471,8793.464015,3.323756,23.861169,2.664515,1.911472
veh_001472,8799.138291,5.674276,25.437664,3.491458,1.733671
veh_001473,8805.051003,5.912713,23.484531,3.261652,1.793682
veh_001474,8810.449046,5.398042,25.234195,3.029129,1.790386
veh_001475,8814.218666,3.769620,18.054777,3.783106,1.169120
veh_001476,8818.545073,4.326407,20.097829,1.157914,2.240274
veh_001477,8823.278187,4.733114,24.580579,3.378303,1.894848
veh_001478,8828.906024,5.627837,23.550222,3.140401,1.812941
veh_001479,8836.838773,7.932750,21.722044,2.998418,1.569458
veh_001480,8843.902402,7.063628,21.797925,3.340213,1.915311
veh_001481,8849.194109,5.291707,19.023351,3.541452,1.454959
veh_001482,8857.104925,7.910817,24.147868,2.456929,1.957351
veh_001483,8861.052831,3.947906,22.514120,3.189351,2.344819
veh_001484,8868.080363,7.027532,23.707927,2.817761,1.654171
veh_001485,8873.817511,5.737148,24.984129,3.528139,1.778107
veh_001486,8880.171999,6.354487,24.258249,2.640885,1.507058
veh_001487,8887.129692,6.957693,20.083481,3.621493,1.866237
veh_001488,8892.110329,4.980637,23.932266,2.890603,2.063606
veh_001489,8899.312067,7.201737,17.891211,3.837556,1.979798
veh_001490,8905.298102,5.986035,26.302423,2.232561,1.382398
veh_001491,8914.915800,9.617698,21.802698,3.839547,1.974569
veh_001492,8920.459408,5.543608,22.029530,3.676500,1.722862
veh_001493,8928.363171,7.903762,21.865020,3.035301,2.018640
veh_001494,8935.333806,6.970636,24.056896,2.774638,1.786069
veh_001495,8939.572617,4.238810,18.470305,3.747450,1.916081
veh_001496,8947.613550,8.040933,18.960300,2.476027,1.488173
veh_001497,8952.022934,4.409384,23.324896,3.285447,1.522145
veh_001498,8954.674941,2.652007,26.207859,3.349175,1.945788
veh_001499,8961.954914,7.279974,18.215805,2.971113,2.386032
veh_001500,8969.558345,7.603430,22.116604,2.027566,1.557759
veh_001501,8975.636383,6.078038,18.046304,4.372687,1.585693
veh_001502,8981.244854,5.608471,22.477918,3.598637,1.986192
veh_001503,8989.620377,8.375523,20.410580,3.483860,1.725960
veh_001504,8996.688179,7.067802,23.083501,3.305053,1.789273
veh_001505,9001.704380,5.016201,24.735302,3.173265,1.656292
veh_001506,9008.801679,7.097299,22.061421,3.849077,1.370653
veh_001507,9012.936742,4.135063,22.853926,2.558598,2.355703
veh_001508,9018.098290,5.161548,23.366632,2.601669,1.826500
veh_001509,9022.521595,4.423305,21.947456,2.355349,1.872221
veh_001510,9025.221569,2.699974,23.586986,2.563413,1.692322
veh_001511,9029.455630,4.234061,25.843979,2.496400,1.878881
veh_001512,9037.289122,7.833492,23.759976,1.837125,1.841361
veh_001513,9041.642389,4.353267,22.667007,1.825435,1.962104
veh_001514,9046.817341,5.174952,20.545750,2.499968,1.766825
veh_001515,9051.075881,4.258539,19.854004,2.559105,1.866362
veh_001516,9058.374291,7.298411,18.221657,3.136194,1.839858
veh_001517,9064.376088,6.001796,24.780968,4.035122,1.858063
veh_001518,9071.112206,6.736118,22.372269,3.406006,1.555883
veh_001519,9076.953675,5.841470,20.526462,2.329372,1.958189
veh_001520,9081.197135,4.243460,21.565593,1.701640,1.691143
veh_001521,9085.736221,4.539086,19.588990,3.553030,1.670658
veh_001522,9092.992120,7.255899,22.408385,3.853804,1.540407
veh_001523,9098.906010,5.913890,24.682274,3.045427,1.366641
veh_001524,9106.067612,7.161603,24.006831,3.075221,1.683792
veh_001525,9113.732775,7.665163,21.402034,3.191136,1.623032
veh_001526,9118.991824,5.259049,19.800805,2.727066,2.062993
veh_001527,9128.251110,9.259286,21.659239,3.479294,1.840350
veh_001528,9133.484978,5.233867,22.765865,4.260666,1.768068
veh_001529,9139.527381,6.042403,22.691577,2.809362,1.848984
veh_001530,9146.517947,6.990566,23.218759,1.470283,1.702047
veh_001531,9151.204255,4.686307,20.006789,3.667692,1.659424
veh_001532,9158.513362,7.309107,21.314807,2.564388,1.691951
veh_001533,9163.545538,5.032176,21.264903,3.488036,1.971428
veh_001534,9171.479192,7.933655,23.979479,2.571054,1.439329
veh_001535,9178.669002,7.189809,20.038759,4.771150,1.202506
veh_001536,9185.412457,6.743455,22.510863,2.249276,1.884238
veh_001537,9190.326165,4.913709,21.460005,3.130181,1.956944
veh_001538,9196.010309,5.684143,21.745387,2.707831,2.026351
veh_001539,9202.460176,6.449867,21.268006,2.637436,1.895676
veh_001540,9205.410162,2.949986,24.948384,2.245084,1.750347
veh_001541,9210.582538,5.172376,21.790262,2.431170,1.284626
veh_001542,9217.989648,7.407110,24.797049,3.080319,1.739331
veh_001543,9222.087377,4.097729,24.928496,4.169567,1.894663
veh_001544,9230.005845,7.918467,21.106314,4.031891,1.277819
veh_001545,9235.063372,5.057527,23.631584,3.225312,1.792219
veh_001546,9241.548258,6.484886,22.172938,4.049888,1.604241
